tweet_ID Text Location Time_Stamp
1056696695294173184|RT @FrenchBarcelona: #SportAl carrer !Le Bara met une manita historique au Real et provoque la destitution de Lopetegui.Surez a men|Puttelange-lès-Thionville, France|Sun Oct 28 23:58:19 +0000 2018
1056696687362801665|#LNBP  Marcador FINAL @LibertadoresQro VS @PanterasAgs #Temporada20182019 #LNBP20182019   https://t.co/DvWAPaBXqu|México|Sun Oct 28 23:58:17 +0000 2018
1056696578105376768|RT @FrenchBarcelona: #SportAl carrer !Le Bara met une manita historique au Real et provoque la destitution de Lopetegui.Surez a men|Abidjan|Sun Oct 28 23:57:51 +0000 2018
1056696360471330816|RT @FrenchBarcelona: #SportAl carrer !Le Bara met une manita historique au Real et provoque la destitution de Lopetegui.Surez a men|Somewhere|Sun Oct 28 23:56:59 +0000 2018
1056695873583964163|RT @vermairmusic: Synthwave 80s music for videos ! CHECK IT OUT  https://t.co/6gFwRQfJQA  #synthwave #synth #Retro #80smusic #80s #sport||Sun Oct 28 23:55:03 +0000 2018
1056695827127787520|RT @FrenchBarcelona: #SportAl carrer !Le Bara met une manita historique au Real et provoque la destitution de Lopetegui.Surez a men|La Ligue Des Ombres|Sun Oct 28 23:54:52 +0000 2018
1056695473971486721|Check out this highlights reel from Friday night! https://t.co/pCK4MrDwP4 #RiseUp .#basketball https://t.co/FOIvL5Aowq|Bendigo, Australia|Sun Oct 28 23:53:28 +0000 2018
1056695387153711104|RT @FrenchBarcelona: #SportAl carrer !Le Bara met une manita historique au Real et provoque la destitution de Lopetegui.Surez a men|Dallas, TX|Sun Oct 28 23:53:07 +0000 2018
1056695332082499585|RT @FrenchBarcelona: #SportAl carrer !Le Bara met une manita historique au Real et provoque la destitution de Lopetegui.Surez a men||Sun Oct 28 23:52:54 +0000 2018
1056695107464790016|RT @jewelrymandave: Excited to share the latest addition to my #etsy shop: Golf Bag Charm, Sterling Silver Charm, Golfing, Golfing Collecti|USA|Sun Oct 28 23:52:00 +0000 2018
1056694974161543168|#LNBP  Marcador FINAL @Fuerza_Regia VS @HuracanesCB #Temporada20182019 #LNBP20182019   https://t.co/GO3HMc3YwI|México|Sun Oct 28 23:51:28 +0000 2018
1056694813876195329|RT @FrenchBarcelona: #SportAl carrer !Le Bara met une manita historique au Real et provoque la destitution de Lopetegui.Surez a men|Chiraq, Drillinois|Sun Oct 28 23:50:50 +0000 2018
1056694806422921216|RT @Shadz66Shadz6t6: @LondonSkywatch @steelbreezes @mac123_m @profwolff For #SocialistSunday, as #UK's #PremierLeague &amp; #USA's #NFL substit|Florida, USA|Sun Oct 28 23:50:48 +0000 2018
1056694713263276032|RT @FrenchBarcelona: #SportAl carrer !Le Bara met une manita historique au Real et provoque la destitution de Lopetegui.Surez a men|Choisy-le-Roi, France|Sun Oct 28 23:50:26 +0000 2018
1056694570908565504|GREED: Why the #GAA is close to implosion. #rte #irishtimes @thejournal_ie #Podcast : ex #IMG and founder of the https://t.co/dZZzvg9wkO|Ireland|Sun Oct 28 23:49:52 +0000 2018
1056694517728993281|Happy Monday #sports #sport #active #fit #waterpolo #football #soccer #basketball #futball #ball #gametime #fun https://t.co/0otInX7IIf|Hobart, Tasmania, Australia|Sun Oct 28 23:49:40 +0000 2018
1056694404738699265|RT @FrenchBarcelona: #SportAl carrer !Le Bara met une manita historique au Real et provoque la destitution de Lopetegui.Surez a men||Sun Oct 28 23:49:13 +0000 2018
1056694121438593026|RT @Guerrerofutsal: Jornada 7 Segunda Divisin I Un encuentro igualado, pero donde los hombres de @davidramosb13se hicieron con la victo|Torrejón de Ardoz-Madrid|Sun Oct 28 23:48:05 +0000 2018
1056694013498146816|RT @FrenchBarcelona: #SportAl carrer !Le Bara met une manita historique au Real et provoque la destitution de Lopetegui.Surez a men|無限月読|Sun Oct 28 23:47:39 +0000 2018
1056693911589212160|RT @FrenchBarcelona: #SportAl carrer !Le Bara met une manita historique au Real et provoque la destitution de Lopetegui.Surez a men|LES PYRAMIDES|Sun Oct 28 23:47:15 +0000 2018
1056693735638085632|RT @TheZenSports: Discover the ZenSports platform at: https://t.co/NRGcX16MZV  #ZenSports #Blockchain #Betting #Crypto #Sport https://t.co||Sun Oct 28 23:46:33 +0000 2018
1056693657749856258|RT @RTVojvodine: Strelci Novog Sada i Kikinde prvaci Srbije https://t.co/oVkGnJFLMv #vojvodina #NoviSad #kikinda #sport #RTVojvodine|Beočin, Srbija|Sun Oct 28 23:46:15 +0000 2018
1056693558613340160|RT @RTVojvodine: Neme i Kadaja osvojili bronzu za Srbiju na SP (VIDEO) https://t.co/k7RHfInGmD #vojvodina #sport #RTVojvodine|Beočin, Srbija|Sun Oct 28 23:45:51 +0000 2018
1056693518775783425|RT @FrenchBarcelona: #SportAl carrer !Le Bara met une manita historique au Real et provoque la destitution de Lopetegui.Surez a men|Mamoudzou|Sun Oct 28 23:45:41 +0000 2018
1056693506134237186|RT @FrenchBarcelona: #SportAl carrer !Le Bara met une manita historique au Real et provoque la destitution de Lopetegui.Surez a men|Ile-de-France, France|Sun Oct 28 23:45:38 +0000 2018
1056693455009787914|RT @RTVojvodine: Jevtieva i Raievi prvaci Srbije u krosu https://t.co/wwIpJkyZfX #vojvodina #pancevo #sport #RTVojvodine|Beočin, Srbija|Sun Oct 28 23:45:26 +0000 2018
1056693426408882177|RT @vonHavaneser: Ich mache den Hampelmann beim Workout #sport https://t.co/zo46wbiPjT||Sun Oct 28 23:45:19 +0000 2018
1056693400374775810|F1&gt;Formule 1 - Est-ce que le titre peut chapper  Hamilton?:Dans...https://t.co/6RDAwU1XZP #sport https://t.co/ho2IoVkPfX|Paris|Sun Oct 28 23:45:13 +0000 2018
1056693284976889858|RT @FrenchBarcelona: #SportAl carrer !Le Bara met une manita historique au Real et provoque la destitution de Lopetegui.Surez a men|91 |Sun Oct 28 23:44:46 +0000 2018
1056693247853187080|RT @FrenchBarcelona: #SportAl carrer !Le Bara met une manita historique au Real et provoque la destitution de Lopetegui.Surez a men|République Démocratique Du Con|Sun Oct 28 23:44:37 +0000 2018
1056693184733028353|RT @FrenchBarcelona: #SportAl carrer !Le Bara met une manita historique au Real et provoque la destitution de Lopetegui.Surez a men|Rueil-Malmaison, France|Sun Oct 28 23:44:22 +0000 2018
1056693139413626881|#SportAl carrer !Le Bara met une manita historique au Real et provoque la destitution de Lopetegui.Surez a https://t.co/bUe44GEM6U|Camp Nou|Sun Oct 28 23:44:11 +0000 2018
1056692980491333632|RT @pauljevans1212: THE TOP #VPN - OPEN IPTV/GEOLOCKED STREAMING SITES WITHOUT DELAY. 14 DAY FREE TRIAL (NO DEBIT/CREDIT CARDS REQUIRED) VI|Global, World|Sun Oct 28 23:43:33 +0000 2018
1056692977379278849|THE TOP #VPN - OPEN IPTV/GEOLOCKED STREAMING SITES WITHOUT DELAY. 14 DAY FREE TRIAL (NO DEBIT/CREDIT CARDS REQUIRED https://t.co/PIL6xLMsw0|UK|Sun Oct 28 23:43:32 +0000 2018
