tweet_id|datetime|city|state|country|gps|polygon|tweet
902398348165910529|2017-08-29 00:11:46|Los Angeles|Eagle Rock, CA|United States|null|(33.704538,-118.668404),(34.337041,-118.668404),(34.337041,-118.155409),(33.704538,-118.155409),|here's how you can help people affected by harvey https://t.co/gry2gtgpsn
902398355887685632|2017-08-29 00:11:48|Ogden|Ogden, UT|United States|null|(41.149594,-112.025874),(41.286003,-112.025874),(41.286003,-111.904265),(41.149594,-111.904265),|@alt_noods we have a possible rescue need. remember to use the # #harveyrescue #harveysos to connect people & resou… https://t.co/zxvkseuwf7
902398404738682882|2017-08-29 00:12:00|Los Angeles|Glacier Bay Alaska|United States|null|(33.704538,-118.668404),(34.337041,-118.668404),(34.337041,-118.155409),(33.704538,-118.155409),|@lindsiechrisley can u reach out 2 @toddchrisley 2 have him talk 2 @joelosteen 2 open the doors 2 his church 2 help the victims of harvey
902398651489595392|2017-08-29 00:12:58|Oceanside|San Diego|United States|null|(33.152639,-117.399853),(33.299993,-117.399853),(33.299993,-117.241905),(33.152639,-117.241905),|if you got a heart as big as texas, help her out. text harvey to 90999 to make a $10 donation @redcross #harvey
902398754069807104|2017-08-29 00:13:23|Atascocita|La La Land, USA|United States|null|(29.912242,-95.249792),(30.033094,-95.249792),(30.033094,-95.135568),(29.912242,-95.135568),|@lustrelux american red cross!! alot of places were affected by the hurricane we all need help. texas thanks you!!
902398976112123904|2017-08-29 00:14:16|Pelican Bay|United States|United States|null|(32.910451,-97.564576),(32.953009,-97.564576),(32.953009,-97.507996),(32.910451,-97.507996),|to anyone in need along the coast effected by harvey that needs help being rescued. #harvey #huricaneharvey… https://t.co/queva1mfdb
902399205863374848|2017-08-29 00:15:11|Los Angeles|null|United States|null|(33.704538,-118.668404),(34.337041,-118.668404),(34.337041,-118.155409),(33.704538,-118.155409),|https://t.co/ha4qqvqlvv how you can help those in #hurricaneharvy 🙏🏼
902399215116193792|2017-08-29 00:15:13|Centreville|Northern Virginia|United States|null|(38.802143,-77.479597),(38.880183,-77.479597),(38.880183,-77.397429),(38.802143,-77.397429),|anheuser-busch, millercoors can water to help hurricane harvey victims https://t.co/nwop20cfbo
902399367042052096|2017-08-29 00:15:49|Los Angeles|null|United States|null|(33.704538,-118.668404),(34.337041,-118.668404),(34.337041,-118.155409),(33.704538,-118.155409),|how you can help those in #hurricaineharvey   https://t.co/ha4qqvqlvv
902399529319895040|2017-08-29 00:16:28|Houston|Houston, Texas|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|if anyone in friendswood pearland area needs help hit me up #hurricaneharvey
902399561221586944|2017-08-29 00:16:35|Los Angeles|null|United States|null|(33.704538,-118.668404),(34.337041,-118.668404),(34.337041,-118.155409),(33.704538,-118.155409),|how you can help those in #hurricanharvey #houstonhelpneeded 🙏🏼   https://t.co/ha4qqvqlvv
902399638233284608|2017-08-29 00:16:54|Houston|Houston, TX|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|northwest houston! drop off donations tomorrow to help out our city. #harvey https://t.co/i2ue0grorw
902399648136093697|2017-08-29 00:16:56|Houston|Houston, TX|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|y'all help me reach my boyfriend he's in florida, completely safe from the hurricane. he's just ignoring me🤷🏽‍♀️
902399772073525248|2017-08-29 00:17:26|Texas|houston tx|United States|null|(25.837092,-106.645646),(36.500695,-106.645646),(36.500695,-93.508131),(25.837092,-93.508131),|my church is offering shelter for anyone who needs it! @ 9425 west sam houston pkwy n, houston, tx 77064 #harvey #houston
902399789328977920|2017-08-29 00:17:30|Houston|Houston, TX|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|northwest houston! drop off donations tomorrow to help out our city. #harvey https://t.co/wozicvlf4p
902399955905777664|2017-08-29 00:18:09|North Carolina|Garner, NC|United States|null|(33.752879,-84.321948),(36.588118,-84.321948),(36.588118,-75.40012),(33.752879,-75.40012),|"🆘🚨🆘here - they say ""we need you‼️#houston #flooding #harvey #texas 🙏🏻❤️🙏🏻👇 https://t.co/htfysxfvlu"
902399992832372738|2017-08-29 00:18:18|México|Mexico|México|null|(14.531918,-118.403857),(32.718919,-118.403857),(32.718919,-86.712218),(14.531918,-86.712218),|we mexicans know how to respond: by helping #mexico #harvey #texas #wedosendourbest https://t.co/nezs2phark
902400286702088196|2017-08-29 00:19:28|Texas|Houston|United States|null|(25.837092,-106.645646),(36.500695,-106.645646),(36.500695,-93.508131),(25.837092,-93.508131),|praying for no more rain tonight. the water level was so close to my home. need some sleep! #goawayharvey #houstonstrong
902400352892411905|2017-08-29 00:19:44|Texas|210|United States|null|(25.837092,-106.645646),(36.500695,-106.645646),(36.500695,-93.508131),(25.837092,-93.508131),|really wanna go to rockport this weekend & help anyone affected by harvey
902400418549866496|2017-08-29 00:20:00|San Diego|SoCal|United States|null|(32.53962,-117.282538),(33.080404,-117.282538),(33.080404,-116.92744),(32.53962,-116.92744),|unlike @potus, @potus44 is reminding us how to help #texas survive #hurricaineharvey... https://t.co/idqnsxn7bq
902400538658185216|2017-08-29 00:20:28|San Marcos|ATX|United States|null|(29.840708,-97.993537),(29.950505,-97.993537),(29.950505,-97.876846),(29.840708,-97.876846),|"winners & losers of #harvey? @joelosteen sure isn't a winner... @lcra needs to post more, or they'll be ""in the same boat"""
902400629297090560|2017-08-29 00:20:50|Houston|Houston, TX|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|8. for those looking to help, please consider @houstonfoodbank or the hurricane relief fund created by our mayor: https://t.co/3uyugvcgza
902400684443656192|2017-08-29 00:21:03|Ogden|Ogden, UT|United States|null|(41.149594,-112.025874),(41.286003,-112.025874),(41.286003,-111.904265),(41.149594,-111.904265),|we have a family in crisis in need of rescue. use # #harveyrescue #harveysos as these feeds are monitored by civili… https://t.co/sc6rc38vfi
902401165840789505|2017-08-29 00:22:58|Cedar Park|Cedar Park, TX|United States|null|(30.455536,-97.8817),(30.556381,-97.8817),(30.556381,-97.74559),(30.455536,-97.74559),|wanna help out hurricane harvey victims? @nelstar15 is raising money for them right now  https://t.co/qbpectjnmd
902401254290202624|2017-08-29 00:23:19|Los Angeles|null|United States|null|(33.704538,-118.668404),(34.337041,-118.668404),(34.337041,-118.155409),(33.704538,-118.155409),|urgent: multi medical alerts-100 ppl-new hope housing-6311 gulf freeway-houston 77023 #harveysos, @harveyrescue, @harveyrelief  pls. rt
902401301048328192|2017-08-29 00:23:30|Four Corners|Sugar Land, TX|United States|null|(29.64897,-95.71547),(29.71046,-95.71547),(29.71046,-95.643201),(29.64897,-95.643201),|so relieved and happy to see people from all over helping flood victims get out of their homes. houston will pull through. #hurricaneharvey
902401314197389313|2017-08-29 00:23:33|San Mateo|San Mateo, CA|United States|null|(37.512567,-122.355038),(37.592395,-122.355038),(37.592395,-122.275805),(37.512567,-122.275805),|"search ""task force houston"" to see so many fire/rescue departments from across the country going to help in se texas #hurricaneharvey"
902401440890675200|2017-08-29 00:24:03|Los Angeles|Los Angeles, CA|United States|null|(33.704538,-118.668404),(34.337041,-118.668404),(34.337041,-118.155409),(33.704538,-118.155409),|if you're wondering how to #help the #harvey relief effort, here are several options https://t.co/q8golfo5gn @newnewspage
902401847260053504|2017-08-29 00:25:40|Houston|Houston, TX|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|our team is safe and sound. & we are committed to helping our community during this time. we 💜 you houston. #hurricaneharvey
902401864884465664|2017-08-29 00:25:45|Baton Rouge|Baton Rouge, LA|United States|null|(30.354161,-91.218994),(30.564039,-91.218994),(30.564039,-90.962605),(30.354161,-90.962605),|"i told tee the hurricane was gone hit & all he said was ""well they need to close school"" https://t.co/9chzqrbs21"
902402101464182784|2017-08-29 00:26:41|Cape May|NYC / Maplewood, NJ|United States|null|(38.928771,-74.938857),(38.954047,-74.938857),(38.954047,-74.871078),(38.928771,-74.871078),|for the rest of august, @abookapart’s sending 15% of its sales to orgs helping those affected by hurricane harvey. https://t.co/wlcwcla8cb
902402157768572928|2017-08-29 00:26:54|Bedford|Fort Worth, TX|United States|null|(32.822102,-97.168665),(32.867764,-97.168665),(32.867764,-97.099752),(32.822102,-97.099752),|gotta love #texanshelpingtexans #texascares #hurricaneharvey https://t.co/k7ptscgvhs
902402199338311681|2017-08-29 00:27:04|Chicago|Houston, TX|United States|null|(41.644102,-87.940033),(42.023067,-87.940033),(42.023067,-87.523993),(41.644102,-87.523993),|upsetting that i can't figure out how to volunteer at shelters for hurricane harvey in dfw online  @redcrossdfw @dallasmornbrk please help!
902402326715133952|2017-08-29 00:27:35|Houston|TX|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|this time last week i was floating my worries away at the frio.. today i'm helping with #hurricaneharvey relief efforts... crazy
902402341399396353|2017-08-29 00:27:38|Houston|The Woodlands, TX|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|its funny we support #power every week and @50cent always got a comment on nonsense but not on helping #houston in #harvey #donate
902402395086487552|2017-08-29 00:27:51|Houston|Houston, TX|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|do not misunderstand me. houston needs help,but what about the areas where the hurricane actually hit? #hurricaneharvey #prayfortexas
902402415453863936|2017-08-29 00:27:56|Los Angeles|null|United States|null|(33.704538,-118.668404),(34.337041,-118.668404),(34.337041,-118.155409),(33.704538,-118.155409),|urgent: linda eolk-1032 devinwood-baytown-(near 146) elderly wm. w/pets-water rising rapidly #harveysos, @harveyrescue, @resqcenter
902402631011786752|2017-08-29 00:28:47|Everett|The Empire|United States|null|(47.884492,-122.294205),(48.035407,-122.294205),(48.035407,-122.169372),(47.884492,-122.169372),|i hope that everyone affected by #harvey gets the help they need.   i also hope trump turns back into an orange julius soon.
902402727166312449|2017-08-29 00:29:10|Houston|H-Town, Texas|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|amen! thanks to all the celebrities who are helping💯#houstonflood #hurricaneharvey #houston https://t.co/9at9nc1hmc
902403010088898560|2017-08-29 00:30:18|Houston|Spring, TX|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|need harvey to pass so i don't have to open twitter to fake prayers for rt's and ppl bitching about trump not being able to dictate weather
902403320270213120|2017-08-29 00:31:32|Baltimore|null|United States|null|(39.197211,-76.711521),(39.372215,-76.711521),(39.372215,-76.529443),(39.197211,-76.529443),|volunteers helping hurricane harvey victims attacked in houston - someone tried to steal a boat & another group was shot at - desperation!
902403505310355456|2017-08-29 00:32:16|St Paul|United States|United States|null|(44.890752,-93.207783),(44.992279,-93.207783),(44.992279,-93.003514),(44.890752,-93.003514),|"‘houston needs you’: social media rains scorn on joel osteen for closing megachurch after hurricane | raw story https://t.co/rdfjcmzmki via"
902403521403871232|2017-08-29 00:32:20|Ohio|West Coast ✈️  Midwest|United States|null|(38.403186,-84.820309),(42.327133,-84.820309),(42.327133,-80.518626),(38.403186,-80.518626),|@joelosteen hey joel, god wants you to open the church to the victims of #hurricaneharvey. need more proof? i was a… https://t.co/pnsrgxivzn
902403590819598336|2017-08-29 00:32:36|Providence Village|Texas USA and Puerto Rico|United States|null|(33.22191,-96.976379),(33.244941,-96.976379),(33.244941,-96.948253),(33.22191,-96.948253),|gfs and ensembles showing another surge of moisture going into texas next week. #hurricaneharvey #floodinghouston https://t.co/kq3q4qe3ri
902403670859505664|2017-08-29 00:32:55|Houston|Houston, TX|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|@jakepaul i know a possible way you can come help out with the hurricane harvey situation. tweet me back
902403705336717313|2017-08-29 00:33:03|Houston|Houston, TX|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|#grb for #hurricaneharvey evacuees. we need to stick together. fyi. they are not checking ids only for firearms. #harvey #houston #staysafe
902404069691621376|2017-08-29 00:34:30|George R. Brown Convention Center|Houston, TX|United States|null|(29.752102,-95.358281),(29.752102,-95.358281),(29.752102,-95.358281),(29.752102,-95.358281),|#grb for #hurricaneharvey evacuees. we need to stick together. fyi. they are not checking ids only for firearms.… https://t.co/9haaiqfh2d
902404112221798400|2017-08-29 00:34:40|Los Angeles|null|United States|null|(33.704538,-118.668404),(34.337041,-118.668404),(34.337041,-118.155409),(33.704538,-118.155409),|urgent: family w/elderly, disabled & babies-btwn. mclean & fite st.-pearland, tx 832-425-9556 #harveysos, #houstonrescue @resqcenter
902404167360286721|2017-08-29 00:34:54|Algonac|Michigan, USA|United States|null|(42.607706,-82.551469),(42.638355,-82.551469),(42.638355,-82.515937),(42.607706,-82.515937),|any silver lining? maybe this hurricane will help some better understand what it might be like to be a refugee. and be turned away.
902404222389506048|2017-08-29 00:35:07|Houston|Memphis, TN to Houston, TX |United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|@floydmayweather wassup! we out here doin bad. we supported you during your fight bro and cars got flooded in the hurricane in houston #help
902404485980532736|2017-08-29 00:36:09|Dallas|null|United States|null|(32.620678,-96.977527),(33.019039,-96.977527),(33.019039,-96.54598),(32.620678,-96.54598),|"""...the rescuer in need of rescue..."" #houston #harvey https://t.co/z0vinoytnm focus on the ""we"" now, #texans. #harveyrelief"
902404638451920896|2017-08-29 00:36:46|Toronto|Vancouver- LA|Canada|null|(43.403221,-79.639319),(43.855401,-79.639319),(43.855401,-78.90582),(43.403221,-78.90582),|helping out after hurricane harvey: where, what & how to donate via @forbes https://t.co/zyzstlxpsy
902404934372659201|2017-08-29 00:37:56|Wharton|WTX   ✈️ |United States|null|(29.297115,-96.126829),(29.356075,-96.126829),(29.356075,-96.059419),(29.297115,-96.059419),|hurricaneharveyneedtoleavetexasaloneaniggatiredofthisshitandfucktrump
902404968724013057|2017-08-29 00:38:05|Texas|null|United States|null|(25.837092,-106.645646),(36.500695,-106.645646),(36.500695,-93.508131),(25.837092,-93.508131),|the major donations houston is receiving is such a blessing but smaller towns need just as much help too...every cent counts #harveystrong
902405207841177605|2017-08-29 00:39:02|Hewitt|Waco, TX, USA|United States|null|(31.421836,-97.218507),(31.488825,-97.218507),(31.488825,-97.158685),(31.421836,-97.158685),|updated location. if you can attend, please do! free training and you can help #hurricaneharvey evacuees that are s… https://t.co/yfxo1nsrcw
902405428427997184|2017-08-29 00:39:54|Los Angeles|, Houston ✈ Los Angeles |United States|null|(33.704538,-118.668404),(34.337041,-118.668404),(34.337041,-118.155409),(33.704538,-118.155409),|if anybody is a rn or no of any rn's that would like to help with hurricane harvey email resume to apeery@ghresources.com $40/hr 12hr shifts
902405920109371392|2017-08-29 00:41:51|Gilroy|Gilroy, CA|United States|null|(36.973598,-121.629338),(37.03609,-121.629338),(37.03609,-121.53312),(36.973598,-121.53312),|seeing all this bad news about #hurricaneharvy and feeling useless af 😐...wanna just fly down there and help people
902405929806819328|2017-08-29 00:41:54|Houston|null|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|https://t.co/fr87adme6z it's basically craigslist for getting rescued guys. share it. let's help some people out. #houstonflood #harvey
902406073251921920|2017-08-29 00:42:28|Cedar Hill|Dallas tx |United States|null|(32.541286,-97.028288),(32.649242,-97.028288),(32.649242,-96.891039),(32.541286,-96.891039),|i rlly wanna do something to help out the victims from hurricane harvey!!
902406081812496384|2017-08-29 00:42:30|Kerrville|Austin, TX|United States|null|(29.983238,-99.22603),(30.094147,-99.22603),(30.094147,-99.098045),(29.983238,-99.098045),|my best friend is off to houston as he has orders as a national guardsman to help with hurricane harvey! keep him i… https://t.co/t39pthqt3a
902406239359037442|2017-08-29 00:43:08|Kansas City|Kansas City, MO|United States|null|(38.868002,-94.733122),(39.332095,-94.733122),(39.332095,-94.385441),(38.868002,-94.385441),|#houston all boaters go to cypress wood. #urgent #emergency #harveyflood
902406504317374464|2017-08-29 00:44:11|Channelview|Houston, TX|United States|null|(29.735548,-95.176002),(29.851809,-95.176002),(29.851809,-95.061098),(29.735548,-95.061098),|even though i lost everything cause of this hurricane i'm gonna help my area get through this ❤️❤️
902406695837720577|2017-08-29 00:44:56|Timberwood Park|null|United States|null|(29.664496,-98.522946),(29.71514,-98.522946),(29.71514,-98.449841),(29.664496,-98.449841),|prayers to all impacted! help the victims of hurricane harvey https://t.co/eurnrihhje via @youcaring #houstonstrong
902407345187237888|2017-08-29 00:47:31|Ogden|Ogden, UT|United States|null|(41.149594,-112.025874),(41.286003,-112.025874),(41.286003,-111.904265),(41.149594,-111.904265),|we have a hospital in need of food assistance. use # #harveyrescue #harveysos to connect people & resources. monito… https://t.co/dajy089qrs
902407521536688128|2017-08-29 00:48:13|Compton|null|United States|null|(33.846698,-118.263612),(33.923239,-118.263612),(33.923239,-118.180422),(33.846698,-118.180422),|god will help those who have been affected by hurricane. i've been praying non stop since they announced the hurric… https://t.co/fguu3sezwt
902407731130372096|2017-08-29 00:49:03|McKinney|null|United States|null|(33.137357,-96.803319),(33.251946,-96.803319),(33.251946,-96.595889),(33.137357,-96.595889),|please donate & help harvey victims. this is really close to home & a lot of people i know are being effected. https://t.co/xnvbzlou4v
902408070730354688|2017-08-29 00:50:24|Compton|null|United States|null|(33.846698,-118.263612),(33.923239,-118.263612),(33.923239,-118.180422),(33.846698,-118.180422),|i know god is powerful and will help those who have been affected badly by the hurricane❤️ god is great and almighty
902408418320842752|2017-08-29 00:51:47|Lake Charles|Lake Charles, LA|United States|null|(30.124859,-93.314852),(30.280683,-93.314852),(30.280683,-93.080595),(30.124859,-93.080595),|whole neighborhoods need rescuing out here #goawayharvey  #hurricaineharvey a community coming together
902409449700171777|2017-08-29 00:55:53|Los Angeles|Los Angeles, CA|United States|null|(33.704538,-118.668404),(34.337041,-118.668404),(34.337041,-118.155409),(33.704538,-118.155409),|how about a benefit concert #losangeles to help out our sisters and brothers affected by #hurricaneharvey
902409545556865024|2017-08-29 00:56:16|Pearland|H-TIzzzOWN |United States|null|(29.497739,-95.438435),(29.59803,-95.438435),(29.59803,-95.215364),(29.497739,-95.215364),|#homless #sadgirl #prayfortexas 💔😭🙏🏻 #dyinginside #icantbeliveit #hurricaneharvey #pearlandtexas #donate #helpus… https://t.co/iq9esvkgls
902409796288176128|2017-08-29 00:57:16|College Station|null|United States|null|(30.520359,-96.37703),(30.650584,-96.37703),(30.650584,-96.206267),(30.520359,-96.206267),|hurricane harvey has showed us that despite our our race or beliefs, that we are all capable of loving thy neighbor when they are in need ❤️
902409827414024192|2017-08-29 00:57:23|Eugene|Eugene, OR|United States|null|(43.988281,-123.208615),(44.142961,-123.208615),(44.142961,-123.036188),(43.988281,-123.036188),|@leahremini @mikerinder  they obviously are not in texas helping with #hurricaneharvey because if they were they would have a shit ton of pr
902409855255937025|2017-08-29 00:57:30|Los Angeles|Los Angeles, CA|United States|null|(33.704538,-118.668404),(34.337041,-118.668404),(34.337041,-118.155409),(33.704538,-118.155409),|#trump #vows ‘100 percent’ xsupport, rapid federal aid to #harvey victims ahead of texas visit https://t.co/dpynxmclsj @newnewspage
902409922360553473|2017-08-29 00:57:46|North Carolina|Garner, NC|United States|null|(33.752879,-84.321948),(36.588118,-84.321948),(36.588118,-75.40012),(33.752879,-75.40012),|🚨🛑🚨help list for houston‼️resources‼️#houston #flooding #harvey #texas #helpingtexas 👇link https://t.co/kvc3nk1xrd
902410149788352512|2017-08-29 00:58:40|Cinco Ranch|Houston, TX|United States|null|(29.676113,-95.846367),(29.767865,-95.846367),(29.767865,-95.711056),(29.676113,-95.711056),|anyone that needs a rescue boat in fort bend or harris county, here are the numbers. rt to save a life. #harvey… https://t.co/w1w9rwcizc
902410164770406400|2017-08-29 00:58:43|Brooklyn|Here there somewhere|United States|null|(40.570842,-74.041878),(40.739434,-74.041878),(40.739434,-73.855673),(40.570842,-73.855673),|#globalgoodemirelief #harveyrelief https://t.co/rrwnqpp45a helping the pets
