tweet_id|datetime|city|state|country|gps|polygon|tweet
901670845877284864|2017-08-27 00:00:56|Austin|Austin, TX|United States|null|(30.127892,-97.928935),(30.518799,-97.928935),(30.518799,-97.580513),(30.127892,-97.580513),|no gas, no water, and now no tortillas!!! pinche hurricane harvey, help fema!!! https://t.co/n2j4uvkbyo
901673724361019392|2017-08-27 00:12:22|Cinco Ranch|Houston, Texas|United States|null|(29.676113,-95.846367),(29.767865,-95.846367),(29.767865,-95.711056),(29.676113,-95.711056),|i need an ark. #hurricaneharvery #katytx
901673777435516928|2017-08-27 00:12:35|Pueblo|303|United States|null|(38.200638,-104.69356),(38.338462,-104.69356),(38.338462,-104.551992),(38.200638,-104.551992),|@aidendewett24 @floydmayweather damn aiden, send them prayers to texas 😂🤦🏻‍♂️ #hurricanharvey
901674266596401153|2017-08-27 00:14:32|Spring|Texas, USA|United States|null|(30.011444,-95.43718),(30.115585,-95.43718),(30.115585,-95.318449),(30.011444,-95.318449),|@houstontexans it's horrible in houston and surrounding areas! you'll need a paddle boat to get back. @houstontexans #hurricanharvey
901674397232222212|2017-08-27 00:15:03|Texas|Alvin, TX|United States|null|(25.837092,-106.645646),(36.500695,-106.645646),(36.500695,-93.508131),(25.837092,-93.508131),|we need to have hurricanes more often 😂😂
901674599456354305|2017-08-27 00:15:51|Cedar Falls|∞ on the internet ✌ |United States|null|(42.464484,-92.499974),(42.567828,-92.499974),(42.567828,-92.406204),(42.464484,-92.406204),|alright now this stupid fight is over can we all focus on aid for the hurricane happening in texas? #savethepets
901674869632360448|2017-08-27 00:16:55|Phoenix|Apple iOS|United States|null|(33.29026,-112.323914),(33.815465,-112.323914),(33.815465,-111.925439),(33.29026,-111.925439),|everything is  the best or a record or some supirlative. fyi he helped a great deal with hurricane sandy, the best… https://t.co/pjdz6u1laa
901674943078961154|2017-08-27 00:17:13|Houston|Houston, TX|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|the shop will be closed on sunday due to hurricane harvey.  if you need emergency service please call us at 713-869-0581.
901674991757832192|2017-08-27 00:17:25|San Diego|w/ your man|United States|null|(32.53962,-117.282538),(33.080404,-117.282538),(33.080404,-116.92744),(32.53962,-116.92744),|steve harvey needed to sit tf down with his forgetting ass
901675017544404993|2017-08-27 00:17:31|Casas Adobes|Arizona, USA|United States|null|(32.297257,-111.107896),(32.388159,-111.107896),(32.388159,-110.956722),(32.297257,-110.956722),|honestly nobody should worried about the fight. we need to be worried about texas #hurricaneharvery #prayfortexas
901675370361049088|2017-08-27 00:18:55|Marietta|Marietta, GA|United States|null|(33.895088,-84.596805),(34.001159,-84.596805),(34.001159,-84.46746),(33.895088,-84.46746),|abba please help those effected by the hurricane in texas!
901675537776734208|2017-08-27 00:19:35|Covington|null|United States|null|(30.440165,-90.182377),(30.506931,-90.182377),(30.506931,-90.080751),(30.440165,-90.080751),|@aliamedio nah i need to @ the hurricane with this new pic
901675744102948865|2017-08-27 00:20:24|Bradenton|Sarasota, FL|United States|null|(27.424889,-82.688331),(27.52306,-82.688331),(27.52306,-82.459019),(27.424889,-82.459019),|hurricane harvey needs to square up with the champ now knock'em  out #stillthebest #moneymayweather 👊🏽👊🏽
901676282248916992|2017-08-27 00:22:32|Florida|Florida|United States|null|(24.396308,-87.634643),(31.001056,-87.634643),(31.001056,-79.974307),(24.396308,-79.974307),|people asking how steve harvey has better seats than lebron is also why 90% of people need to stay out of business talk. silent money.
901676833372086272|2017-08-27 00:24:44|Houston|Mississippi, USA|United States|30.0492,-95.1843|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|a little rainy day project!(still needs some lettering) #hurricaneharveyproject… https://t.co/sowffitmwj
901677771428163584|2017-08-27 00:28:27|Texas|Corpus Christi, TX|United States|null|(25.837092,-106.645646),(36.500695,-106.645646),(36.500695,-93.508131),(25.837092,-93.508131),|want to send a lil money to texas to help with the damages from the hurricane? it'd be much appreciated 🤘🏼 https://t.co/yfiblhm7xt
901678616047747072|2017-08-27 00:31:49|Houston|Dirty Cyp|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|no white noise needed tonight hurricane harvey has provided it for us
901678895350640641|2017-08-27 00:32:55|Houston|Texas, USA|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|@ethans_teddy same to you stay safe take cover 😊 and nah it's all good we need to hang out tho after this hurricane matter is over 😂
901679601902080000|2017-08-27 00:35:44|Amarillo|Amarillo, TX|United States|null|(35.098693,-101.96758),(35.323538,-101.96758),(35.323538,-101.664604),(35.098693,-101.664604),|when they ask for disaster relief teams to help clean up the affected areas.. i'd be so down.. how can i get information? #hurricaneharvey
901679885927763968|2017-08-27 00:36:51|San Antonio|on your mind |United States|null|(29.141956,-98.778559),(29.693046,-98.778559),(29.693046,-98.302744),(29.141956,-98.302744),|going down to the coast for outreach/volunteer work when the surge from #hurricaneharvey is over
901680232003928065|2017-08-27 00:38:14|Huntsville|In Drake's Dms |United States|null|(30.643296,-95.600652),(30.768881,-95.600652),(30.768881,-95.493887),(30.643296,-95.493887),|i need this mf hurricane to go ahead and pass through bc i miss my bed lmao
901680323691507713|2017-08-27 00:38:36|Wichita|Charles Koch Arena|United States|null|(37.562483,-97.534906),(37.80531,-97.534906),(37.80531,-97.152924),(37.562483,-97.152924),|"""is there a hurricane or something happening?"" @carrie_ann007 : ""is that even a real question?""  *i need to watch the news more*"
901680601425743872|2017-08-27 00:39:42|Texas|Willis, TX|United States|null|(25.837092,-106.645646),(36.500695,-106.645646),(36.500695,-93.508131),(25.837092,-93.508131),|y'all need to start focusing on this hurricane & less about this fight 😂😂 https://t.co/ivnk3arpdq
901681725780189185|2017-08-27 00:44:10|Des Moines|North Carolina |United States|null|(41.501409,-93.709504),(41.651466,-93.709504),(41.651466,-93.503235),(41.501409,-93.503235),|@hannahcsneed not at all...if you've never experienced a hurricane, plus the flooding, you honestly have no clue....
901681740246372353|2017-08-27 00:44:13|Webster|League City,TX|United States|null|(29.497368,-95.164345),(29.555012,-95.164345),(29.555012,-95.08994),(29.497368,-95.08994),|harvey has stalled, i need everyone in htown to get outside  and start pushing! this dude has to go!
901684652053757952|2017-08-27 00:55:48|Sachse|houston, texas|United States|null|(32.941501,-96.616514),(33.004633,-96.616514),(33.004633,-96.556985),(32.941501,-96.556985),|@aprilnicole82 nah, you need to update the tl on your hurricane fight friend. he's the tl's friend now.
901684718101565441|2017-08-27 00:56:03|Texas|Global |United States|null|(25.837092,-106.645646),(36.500695,-106.645646),(36.500695,-93.508131),(25.837092,-93.508131),|list of charities helping in wake of hurricane #harvey, via @charitynav  https://t.co/odcryxilv2
901685579678588928|2017-08-27 00:59:29|Baytown|409,Tx 🤘🏾|United States|null|(29.704685,-95.078859),(29.831209,-95.078859),(29.831209,-94.874344),(29.704685,-94.874344),|i hope y'all can swim if not y'all  gone need some floaties fuccin with #harvey https://t.co/ify8l1oyda
901686767262294016|2017-08-27 01:04:12|Victoria|Vic Tx|United States|null|(28.709293,-97.045657),(28.895775,-97.045657),(28.895775,-96.900168),(28.709293,-96.900168),|need this rn. #hurricanharvey messing up the weekend https://t.co/wzovuzzzok
901687244402065409|2017-08-27 01:06:06|Montréal|Houston, TX|Canada|null|(45.410095,-73.972965),(45.705566,-73.972965),(45.705566,-73.473085),(45.410095,-73.473085),|frens....do not drown. keep surviving in place. call 311 if you need help. #harvey
901687326568480769|2017-08-27 01:06:25|Houston|Houston, TX|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|.@krbe please follow/dm me we need your help getting a message out please regarding #harvey
901687338866278400|2017-08-27 01:06:28|Houston|Houston|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|hey remind me again that tx republican politicians voted against aid for victims of hurricane sandy. thank you. it helps. no really...
901688017685016577|2017-08-27 01:09:10|Georgetown|Georgetown, TX|United States|null|(30.573318,-97.752578),(30.741706,-97.752578),(30.741706,-97.615665),(30.573318,-97.615665),|#harvey we need to have a heart to heart. or first to the face. i'm tired. haven't slept in 2 days, yet you rattle my windows all night. grr
901688352872779776|2017-08-27 01:10:30|Austin|Austin, TX|United States|null|(30.127892,-97.928935),(30.518799,-97.928935),(30.518799,-97.580513),(30.127892,-97.580513),|texas has been hit bad enough. we don't need trump coming here to assess the damage. #turnarounddontdrown #stayhome #hurricaneharvey
901688687733432320|2017-08-27 01:11:50|Denton|denton tx|United States|null|(33.128938,-97.187543),(33.276053,-97.187543),(33.276053,-97.041998),(33.128938,-97.041998),|did the selena memorial survive the hurricane? i need answers
901689463776178176|2017-08-27 01:14:55|College Station|lampasas🔜college station |United States|null|(30.520359,-96.37703),(30.650584,-96.37703),(30.650584,-96.206267),(30.520359,-96.206267),|now let's see how many people that paid 100 dollars to watch the fight would do the same to help people affected by this hurricane
901689533262995460|2017-08-27 01:15:11|Reedley|Portland|United States|null|(36.575137,-119.4699),(36.618737,-119.4699),(36.618737,-119.421897),(36.575137,-119.421897),|may god help all my friends and people from texas get through this #hurricaneharvey2017
901690083719471104|2017-08-27 01:17:23|College Station|Rockport Texas|United States|null|(30.520359,-96.37703),(30.650584,-96.37703),(30.650584,-96.206267),(30.520359,-96.206267),|if your on twitter talking about how horrible the hurricane was and how sad you are about it then i better see you out there helping recover
901691319013212160|2017-08-27 01:22:17|Huntsville|THE GREAT STATE OF TEXAS |United States|null|(30.643296,-95.600652),(30.768881,-95.600652),(30.768881,-95.493887),(30.643296,-95.493887),|just drove 3 hours round trip through a hurricane and tornado to take my girl to get whataburger and watch cartoons...folks it's real.
901691461854486528|2017-08-27 01:22:51|Pasadena|Houston|United States|null|(29.59057,-95.234584),(29.746032,-95.234584),(29.746032,-95.083288),(29.59057,-95.083288),|dear harvey could you stop for a bit? really need some sleep but i don't want to wake up to water in the house. thanks
901691970762010624|2017-08-27 01:24:53|Ettrick|901 ✈️ 202🚗804|United States|null|(37.223646,-77.443568),(37.265595,-77.443568),(37.265595,-77.414759),(37.223646,-77.414759),|while y'all making jokes about this hurricane y'all need to be getting tf out of there❗️
